"SystemCodeNumber","t","Occupancy","Capacity","QueueSmoothed","TrafficLevel","IsSpecialDay","VehicleWeight","price","time","diff"
"Others-CCCPS105a","2016-11-06T11:26:00.000000000","782","2009","2.1972245773362196","1","1","1.0","12.337860670947851","1752076791886","1"
"Shopping","2016-11-06T10:00:00.000000000","354","1920","1.791759469228055","0","1","1.0","12.330254734614028","1752076791886","1"
"BHMBCCTHL01","2016-11-05T14:26:00.000000000","344","387","1.3862943611198906","1","0","1.0","11.932036069448834","1752076791886","1"
"Others-CCCPS135a","2016-11-06T10:26:00.000000000","707","3883","1.9459101490553132","1","1","0.3","11.480030789181274","1752076791886","1"
"Others-CCCPS135a","2016-11-06T09:33:00.000000000","644","3883","1.791759469228055","1","1","1.0","11.911730880635146","1752076791886","1"
"BHMNCPNST01","2016-11-06T13:06:00.000000000","192","485","2.302585092994046","2","1","1.0","11.997168835156817","1752076791886","1"
"Others-CCCPS98","2016-11-05T16:00:00.000000000","903","3103","1.0986122886681096","0","0","1.0","11.590314845590903","1752076791886","1"
"BHMNCPNST01","2016-11-06T08:20:00.000000000","204","485","1.3862943611198906","0","1","1.0","12.363765737260977","1752076791886","1"
"Others-CCCPS8","2016-11-06T13:26:00.000000000","686","1322","2.4849066497880004","2","1","1.0","12.211364066195058","1752076791886","1"
"Shopping","2016-11-06T09:33:00.000000000","338","1920","1.6094379124341003","0","1","1.0","12.230760622883716","1752076791886","1"
"Others-CCCPS202","2016-11-06T13:26:00.000000000","705","2937","2.4849066497880004","2","1","1.0","11.932494182912386","1752076791886","1"
"BHMBCCTHL01","2016-11-05T15:26:00.000000000","330","387","1.3862943611198906","0","0","1.0","12.295860358854519","1752076791886","1"
"BHMBCCTHL01","2016-11-06T13:06:00.000000000","312","387","2.3978952727983707","2","1","0.3","11.930149186786782","1752076791886","1"
"Others-CCCPS8","2016-11-06T08:00:00.000000000","265","1322","1.3862943611198906","0","1","1.0","12.143601038351171","1752076791886","1"
"Shopping","2016-11-06T08:26:00.000000000","282","1920","1.0986122886681096","0","1","1.0","11.946181144334053","1752076791886","1"
"BHMBCCTHL01","2016-11-05T15:00:00.000000000","331","387","1.3862943611198906","1","0","1.0","11.898444338182685","1752076791886","1"
"BHMBCCMKT01","2016-11-05T15:00:00.000000000","369","577","1.3862943611198906","1","0","1.0","11.682661911929095","1752076791886","1"
"BHMMBMMBX01","2016-11-05T16:26:00.000000000","525","687","1.0986122886681096","1","0","1.0","11.663498284072046","1752076791886","1"
"Others-CCCPS8","2016-11-05T16:26:00.000000000","726","1322","1.0986122886681096","0","0","2.0","12.598474071716808","1752076791886","1"
"BHMNCPNST01","2016-11-06T08:46:00.000000000","202","485","1.3862943611198906","1","1","0.3","11.43464202592077","1752076791886","1"
"Others-CCCPS8","2016-11-05T13:59:00.000000000","786","1322","1.791759469228055","1","0","1.0","11.840433441119323","1752076791886","1"
"Broad Street","2016-11-05T15:26:00.000000000","315","690","1.0986122886681096","0","0","1.0","11.75582788346449","1752076791886","1"
"Others-CCCPS8","2016-11-05T16:00:00.000000000","776","1322","1.0986122886681096","0","0","1.0","11.886295554318927","1752076791886","1"
"Others-CCCPS98","2016-11-05T16:26:00.000000000","853","3103","1.0986122886681096","0","0","1.0","11.574201406983104","1752076791886","1"
"BHMBCCMKT01","2016-11-05T15:26:00.000000000","390","577","1.0986122886681096","0","0","1.0","11.975216023016896","1752076791886","1"
"Others-CCCPS105a","2016-11-06T10:00:00.000000000","625","2009","1.791759469228055","0","1","0.5","12.081979784390036","1752076791886","1"
"Others-CCCPS135a","2016-11-06T12:26:00.000000000","960","3883","2.639057329615259","2","1","2.0","12.766760186826687","1752076791886","1"
"BHMBCCTHL01","2016-11-06T10:26:00.000000000","119","387","1.6094379124341003","0","1","1.0","12.362212496268729","1752076791886","1"
"BHMNCPHST01","2016-11-05T16:00:00.000000000","411","1200","1.0986122886681096","0","0","1.0","11.641806144334055","1752076791886","1"
"Others-CCCPS135a","2016-11-05T15:26:00.000000000","1315","3883","1.3862943611198906","0","0","2.0","12.531802859158967","1752076791886","1"
"Others-CCCPS105a","2016-11-05T15:00:00.000000000","1326","2009","1.6094379124341003","1","0","1.0","11.814748821821828","1752076791886","1"
"Others-CCCPS119a","2016-11-05T16:00:00.000000000","400","2803","1.0986122886681096","0","0","1.0","11.442010389785358","1752076791886","1"
"Others-CCCPS202","2016-11-05T13:59:00.000000000","885","2937","2.0794415416798357","1","0","1.0","11.691048656437466","1752076791886","1"
"Others-CCCPS105a","2016-11-06T10:26:00.000000000","658","2009","1.6094379124341003","0","1","1.0","12.38224508862123","1752076791886","1"
"BHMBCCMKT01","2016-11-06T09:00:00.000000000","36","577","1.0986122886681096","0","1","1.0","11.86169782544324","1752076791886","1"
"BHMBCCTHL01","2016-11-06T12:26:00.000000000","263","387","2.3978952727983707","2","1","1.0","12.32853419970668","1752076791886","1"
"Others-CCCPS98","2016-11-05T15:00:00.000000000","930","3103","1.3862943611198906","1","0","1.0","11.342857138665005","1752076791886","1"
"BHMBCCMKT01","2016-11-06T11:59:00.000000000","124","577","1.791759469228055","1","1","0.3","11.435784413990111","1752076791886","1"
"BHMBCCMKT01","2016-11-06T12:26:00.000000000","153","577","2.302585092994046","2","1","1.0","11.866457191211062","1752076791886","1"
"Others-CCCPS105a","2016-11-06T09:33:00.000000000","606","2009","1.6094379124341003","0","1","0.3","11.831361564479867","1752076791886","1"
"BHMBCCMKT01","2016-11-06T08:00:00.000000000","35","577","1.0986122886681096","0","1","0.3","11.334964723190208","1752076791886","1"
"Others-CCCPS119a","2016-11-06T10:26:00.000000000","166","2803","1.6094379124341003","0","1","1.0","12.11394121807934","1752076791886","1"
"Others-CCCPS105a","2016-11-06T09:00:00.000000000","596","2009","1.791759469228055","1","1","1.0","12.042544742080427","1752076791886","1"
"Others-CCCPS8","2016-11-06T11:59:00.000000000","511","1322","2.0794415416798357","1","1","1.0","12.276256323033563","1752076791886","1"
"BHMBCCTHL01","2016-11-06T11:59:00.000000000","245","387","1.9459101490553132","1","1","0.5","12.081030009928174","1752076791886","1"
"Others-CCCPS135a","2016-11-06T10:59:00.000000000","760","3883","2.302585092994046","2","1","1.0","11.797017501428776","1752076791886","1"
"BHMNCPHST01","2016-11-06T13:06:00.000000000","277","1200","2.302585092994046","2","1","0.5","11.457125879830357","1752076791886","1"
"Others-CCCPS98","2016-11-06T08:26:00.000000000","540","3103","1.3862943611198906","0","1","1.0","12.117172317524174","1752076791886","1"
"Shopping","2016-11-06T10:26:00.000000000","369","1920","1.791759469228055","0","1","2.0","13.088067234614027","1752076791886","1"
"BHMBCCMKT01","2016-11-06T10:26:00.000000000","53","577","1.3862943611198906","0","1","1.0","12.03500159997069","1752076791886","1"
"Broad Street","2016-11-06T10:59:00.000000000","106","690","1.6094379124341003","1","1","1.0","11.808342144622848","1752076791886","1"
"Others-CCCPS119a","2016-11-06T08:26:00.000000000","61","2803","1.0986122886681096","0","1","0.3","11.29606854176538","1752076791886","1"
"Others-CCCPS135a","2016-11-06T08:00:00.000000000","555","3883","1.3862943611198906","0","1","0.3","11.561077904227213","1752076791886","1"
"Others-CCCPS202","2016-11-06T10:00:00.000000000","374","2937","1.6094379124341003","0","1","2.0","12.932059780187085","1752076791886","1"
"Shopping","2016-11-05T14:26:00.000000000","808","1920","1.791759469228055","1","0","1.0","11.666713067947361","1752076791886","1"
"BHMMBMMBX01","2016-11-06T13:26:00.000000000","364","687","2.3978952727983707","2","1","0.5","11.803787519950859","1752076791886","1"
"Shopping","2016-11-05T13:59:00.000000000","793","1920","2.1972245773362196","2","0","1.0","11.461633122001443","1752076791886","1"
"BHMBCCTHL01","2016-11-06T10:59:00.000000000","177","387","2.0794415416798357","2","1","1.0","11.947085111925189","1752076791886","1"
"Others-CCCPS135a","2016-11-05T13:59:00.000000000","1364","3883","2.0794415416798357","1","0","1.0","11.740995558375328","1752076791886","1"
"Others-CCCPS105a","2016-11-05T15:26:00.000000000","1343","2009","1.6094379124341003","1","0","1.0","11.823210743175736","1752076791886","1"
"BHMNCPNST01","2016-11-05T15:00:00.000000000","293","485","1.3862943611198906","1","0","1.0","11.647270891900153","1752076791886","1"
"BHMBCCTHL01","2016-11-05T13:59:00.000000000","342","387","1.791759469228055","1","0","1.0","12.129600664846585","1752076791886","1"
"BHMMBMMBX01","2016-11-06T11:26:00.000000000","327","687","2.0794415416798357","1","1","2.0","13.115703303591012","1752076791886","1"
"BHMNCPHST01","2016-11-06T08:26:00.000000000","116","1200","1.0986122886681096","0","1","1.0","11.895972811000721","1752076791886","1"
"BHMMBMMBX01","2016-11-06T10:00:00.000000000","330","687","1.6094379124341003","0","1","1.0","12.535068301195215","1752076791886","1"
"BHMEURBRD01","2016-11-05T15:26:00.000000000","246","470","1.0986122886681096","0","0","1.0","11.822710399653204","1752076791886","1"
"BHMEURBRD01","2016-11-05T14:26:00.000000000","202","470","1.3862943611198906","1","0","1.0","11.472934414602499","1752076791886","1"
"Shopping","2016-11-06T12:26:00.000000000","493","1920","2.5649493574615367","2","1","1.0","11.989245512064102","1752076791886","1"
"Others-CCCPS8","2016-11-06T13:06:00.000000000","656","1322","2.4849066497880004","2","1","1.0","12.188671176633788","1752076791886","1"
"Others-CCCPS135a","2016-11-06T08:26:00.000000000","570","3883","1.3862943611198906","0","1","1.0","12.08994089675876","1752076791886","1"
"Others-CCCPS119a","2016-11-06T13:06:00.000000000","424","2803","2.4849066497880004","2","1","1.0","11.84371982507238","1752076791886","1"
"Others-CCCPS105a","2016-11-05T13:59:00.000000000","1286","2009","2.302585092994046","2","0","2.0","12.491412008916136","1752076791886","1"
"BHMMBMMBX01","2016-11-05T14:26:00.000000000","518","687","1.6094379124341003","1","0","1.0","11.9087218674252","1752076791886","1"
"Others-CCCPS202","2016-11-05T16:00:00.000000000","897","2937","1.0986122886681096","0","0","1.0","11.604719831770215","1752076791886","1"
"BHMEURBRD01","2016-11-06T09:33:00.000000000","55","470","1.3862943611198906","0","1","1.0","12.06016845715569","1752076791886","1"
"BHMBCCTHL01","2016-11-06T08:26:00.000000000","52","387","1.0986122886681096","0","1","1.0","11.933673069398655","1752076791886","1"
"Broad Street","2016-11-06T08:00:00.000000000","77","690","1.0986122886681096","0","1","2.0","12.660900347232605","1752076791886","1"
"BHMNCPHST01","2016-11-05T16:26:00.000000000","406","1200","1.0986122886681096","0","0","1.0","11.637639477667388","1752076791886","1"
"Shopping","2016-11-06T10:59:00.000000000","389","1920","1.791759469228055","1","1","1.0","11.948483901280692","1752076791886","1"
"BHMMBMMBX01","2016-11-06T09:33:00.000000000","330","687","1.6094379124341003","0","1","1.0","12.535068301195215","1752076791886","1"
"Others-CCCPS119a","2016-11-06T09:33:00.000000000","83","2803","1.0986122886681096","0","1","1.0","11.828917275265201","1752076791886","1"
"Others-CCCPS135a","2016-11-06T10:00:00.000000000","672","3883","1.791759469228055","0","1","1.0","12.318941800027368","1752076791886","1"
"Others-CCCPS105a","2016-11-06T08:00:00.000000000","590","2009","1.3862943611198906","0","1","1.0","12.236825627548498","1752076791886","1"
"Broad Street","2016-11-05T16:00:00.000000000","290","690","0.6931471805599453","0","0","0.5","11.141863445352435","1752076791886","1"
"Others-CCCPS202","2016-11-05T15:26:00.000000000","937","2937","1.3862943611198906","0","0","1.0","11.762180207458142","1752076791886","1"
"BHMBCCMKT01","2016-11-06T10:59:00.000000000","77","577","1.6094379124341003","1","1","2.0","12.538167829700587","1752076791886","1"
"Others-CCCPS105a","2016-11-06T13:06:00.000000000","1018","2009","2.4849066497880004","2","1","1.0","12.19917308596916","1752076791886","1"
"BHMBCCMKT01","2016-11-06T13:06:00.000000000","178","577","2.1972245773362196","2","1","1.0","11.85710448970797","1752076791886","1"
"BHMNCPHST01","2016-11-06T08:46:00.000000000","120","1200","1.3862943611198906","0","1","1.0","12.043147180559945","1752076791886","1"
"Others-CCCPS135a","2016-11-06T09:00:00.000000000","600","3883","1.6094379124341003","0","1","1.0","12.20923865747896","1752076791886","1"
"BHMNCPHST01","2016-11-06T07:53:00.000000000","114","1200","0.6931471805599453","0","1","1.0","11.691573590279972","1752076791886","1"
"BHMMBMMBX01","2016-11-05T15:00:00.000000000","530","687","1.3862943611198906","1","0","1.0","11.814617340676394","1752076791886","1"
"Others-CCCPS98","2016-11-05T13:59:00.000000000","883","3103","1.9459101490553132","1","0","1.0","11.607518400341386","1752076791886","1"
"Others-CCCPS105a","2016-11-06T12:26:00.000000000","871","2009","2.639057329615259","2","1","0.5","11.828077694175473","1752076791886","1"
"BHMNCPNST01","2016-11-06T12:26:00.000000000","177","485","2.3978952727983707","2","1","0.5","11.638896090007433","1752076791886","1"
"Others-CCCPS8","2016-11-06T10:00:00.000000000","295","1322","1.6094379124341003","0","1","1.0","12.277865703569546","1752076791886","1"
"Others-CCCPS98","2016-11-05T15:26:00.000000000","933","3103","1.3862943611198906","0","0","1.0","11.743823944981473","1752076791886","1"
"Shopping","2016-11-06T13:06:00.000000000","514","1920","2.3978952727983707","2","1","2.0","12.666655969732519","1752076791886","1"
"Others-CCCPS8","2016-11-06T09:00:00.000000000","265","1322","1.3862943611198906","0","1","0.5","11.76860103835117","1752076791886","1"
"Others-CCCPS98","2016-11-06T10:00:00.000000000","549","3103","1.791759469228055","0","1","0.3","11.79780529052766","1752076791886","1"
"Others-CCCPS119a","2016-11-05T13:59:00.000000000","464","2803","1.791759469228055","1","0","0.5","11.036416659337538","1752076791886","1"
"Others-CCCPS119a","2016-11-05T14:26:00.000000000","457","2803","1.791759469228055","1","0","0.5","11.033919335042139","1752076791886","1"
"Others-CCCPS202","2016-11-06T09:33:00.000000000","351","2937","1.3862943611198906","0","1","1.0","12.062656884339312","1752076791886","1"
"BHMEURBRD01","2016-11-05T13:59:00.000000000","212","470","1.6094379124341003","1","0","0.3","11.080782786004285","1752076791886","1"
"Broad Street","2016-11-05T15:00:00.000000000","302","690","1.3862943611198906","1","0","0.5","11.105828339980235","1752076791886","1"
"Others-CCCPS98","2016-11-06T09:33:00.000000000","537","3103","1.6094379124341003","0","1","1.0","12.227777286864809","1752076791886","1"
"BHMNCPNST01","2016-11-06T09:19:00.000000000","197","485","1.3862943611198906","0","1","0.5","11.974332747570255","1752076791886","1"
"Others-CCCPS202","2016-11-06T08:26:00.000000000","333","2937","1.3862943611198906","0","1","1.0","12.056528181581395","1752076791886","1"
"BHMNCPNST01","2016-11-06T11:59:00.000000000","177","485","1.9459101490553132","1","1","1.0","12.187903528135903","1752076791886","1"
"Others-CCCPS135a","2016-11-05T15:00:00.000000000","1352","3883","1.6094379124341003","1","0","0.5","11.127903349727221","1752076791886","1"
"Others-CCCPS202","2016-11-06T10:26:00.000000000","407","2937","1.791759469228055","0","1","1.0","12.284456513640245","1752076791886","1"
"BHMBCCMKT01","2016-11-06T09:33:00.000000000","39","577","1.3862943611198906","0","1","1.0","12.01073816842823","1752076791886","1"
"BHMBCCTHL01","2016-11-06T10:00:00.000000000","87","387","1.6094379124341003","0","1","1.0","12.279525157767438","1752076791886","1"
"Broad Street","2016-11-06T11:26:00.000000000","110","690","1.9459101490553132","1","1","1.0","11.98237536438273","1752076791886","1"
"Others-CCCPS202","2016-11-06T11:26:00.000000000","488","2937","2.1972245773362196","1","1","0.5","11.73976823010495","1752076791886","1"
"BHMMBMMBX01","2016-11-05T15:26:00.000000000","549","687","1.0986122886681096","0","0","1.0","12.09843278188864","1752076791886","1"
"BHMBCCTHL01","2016-11-06T11:26:00.000000000","204","387","1.9459101490553132","1","1","1.0","12.350086857473393","1752076791886","1"
"Shopping","2016-11-05T16:26:00.000000000","672","1920","1.3862943611198906","0","0","1.0","11.793147180559945","1752076791886","1"
"BHMMBMMBX01","2016-11-06T08:26:00.000000000","327","687","1.3862943611198906","0","1","2.0","13.169129713311037","1752076791886","1"
"Broad Street","2016-11-06T12:26:00.000000000","146","690","2.302585092994046","2","1","0.5","11.437886749395574","1752076791886","1"
"Others-CCCPS8","2016-11-05T15:00:00.000000000","796","1322","1.6094379124341003","1","0","0.5","11.381836959242769","1752076791886","1"
"Others-CCCPS8","2016-11-05T14:26:00.000000000","790","1322","1.6094379124341003","1","0","0.3","11.227298381330515","1752076791886","1"
